168,1519.61,1560.07,423954.17
169,1525.18,1554.50,422428.98
170,1530.77,1548.91,420898.21
171,1536.39,1543.29,419361.83
172,1542.02,1537.66,417819.81
173,1547.67,1532.01,416272.13
174,1553.35,1526.33,414718.78
175,1559.04,1520.64,413159.74
176,1564.76,1514.92,411594.98
177,1570.50,1509.18,410024.48
178,1576.26,1503.42,408448.22
179,1582.04,1497.64,406866.19
180,1587.84,1491.84,405278.35
181,1593.66,1486.02,403684.69
182,1599.50,1480.18,402085.19
183,1605.37,1474.31,400479.82
184,1611.25,1468.43,398868.57
185,1617.16,1462.52,397251.41
186,1623.09,1456.59,395628.32
187,1629.04,1450.64,393999.27
188,1635.02,1444.66,392364.26
189,1641.01,1438.67,390723.25
190,1647.03,1432.65,389076.22
191,1653.07,1426.61,387423.15
192,1659.13,1420.55,385764.03
193,1665.21,1414.47,384098.81
194,1671.32,1408.36,382427.50
195,1677.45,1402.23,380750.05
196,1683.60,1396.08,379066.46
197,1689.77,1389.91,377376.69
198,1695.97,1383.71,375680.72
199,1702.18,1377.50,373978.54
200,1708.42,1371.25,372270.11
201,1714.69,1364.99,370555.42
202,1720.98,1358.70,368834.45
203,1727.29,1352.39,367107.16
204,1733.62,1346.06,365373.54
205,1739.98,1339.70,363633.56
206,1746.36,1333.32,361887.21
207,1752.76,1326.92,360134.45
208,1759.19,1320.49,358375.26
209,1765.64,1314.04,356609.62
210,1772.11,1307.57,354837.51
211,1778.61,1301.07,353058.90
212,1785.13,1294.55,351273.77
213,1791.68,1288.00,349482.10
214,1798.25,1281.43,347683.85
215,1804.84,1274.84,345879.01
216,1811.46,1268.22,344067.56
217,1818.10,1261.58,342249.46
218,1824.76,1254.91,340424.69
219,1831.46,1248.22,338593.24
220,1838.17,1241.51,336755.07
221,1844.91,1234.77,334910.16
222,1851.68,1228.00,333058.48
223,1858.47,1221.21,331200.01
224,1865.28,1214.40,329334.74
225,1872.12,1207.56,327462.62
226,1878.98,1200.70,325583.63
227,1885.87,1193.81,323697.76
228,1892.79,1186.89,321804.97
229,1899.73,1179.95,319905.24
230,1906.69,1172.99,317998.55
231,1913.68,1165.99,316084.87
232,1920.70,1158.98,314164.16
233,1927.74,1151.94,312236.42
234,1934.81,1144.87,310301.61
235,1941.91,1137.77,308359.70
236,1949.03,1130.65,306410.67
237,1956.17,1123.51,304454.50
238,1963.35,1116.33,302491.15
239,1970.55,1109.13,300520.61
240,1977.77,1101.91,298542.84
241,1985.02,1094.66,296557.81
242,1992.30,1087.38,294565.51
243,1999.61,1080.07,292565.91
244,2006.94,1072.74,290558.97
245,2014.30,1065.38,288544.67
246,2021.68,1058.00,286522.99
247,2029.10,1050.58,284493.89
248,2036.54,1043.14,282457.36
249,2044.00,1035.68,280413.36
250,2051.50,1028.18,278361.86
251,2059.02,1020.66,276302.84
252,2066.57,1013.11,274236.27
253,2074.15,1005.53,272162.12
254,2081.75,997.93,270080.37
255,2089.38,990.29,267990.99
256,2097.05,982.63,265893.94
257,2104.74,974.94,263789.21
258,2112.45,967.23,261676.75
259,2120.20,959.48,259556.56
260,2127.97,951.71,257428.58
261,2135.77,943.90,255292.81
262,2143.61,936.07,253149.20
263,2151.47,928.21,250997.74
264,2159.35,920.33,248838.38
265,2167.27,912.41,246671.11
266,2175.22,904.46,244495.89
267,2183.19,896.48,242312.70
268,2191.20,888.48,240121.50
269,2199.23,880.45,237922.26
270,2207.30,872.38,235714.96
271,2215.39,864.29,233499.57
272,2223.51,856.17,231276.06
273,2231.67,848.01,229044.39
274,2239.85,839.83,226804.54
275,2248.06,831.62,224556.48
276,2256.31,823.37,222300.17
277,2264.58,815.10,220035.59
278,2272.88,806.80,217762.71
279,2281.22,798.46,215481.49
280,2289.58,790.10,213191.91
281,2297.98,781.70,210893.94
282,2306.40,773.28,208587.54
283,2314.86,764.82,206272.68
284,2323.35,756.33,203949.33
285,2331.87,747.81,201617.47
286,2340.42,739.26,199277.05
287,2349.00,730.68,196928.05
288,2357.61,722.07,194570.44
289,2366.25,713.42,192204.19
290,2374.93,704.75,189829.26
291,2383.64,696.04,187445.62
292,2392.38,687.30,185053.24
293,2401.15,678.53,182652.09
294,2409.96,669.72,180242.13
295,2418.79,660.89,177823.34
296,2427.66,652.02,175395.68
297,2436.56,643.12,172959.12
298,2445.50,634.18,170513.62
299,2454.46,625.22,168059.16
300,2463.46,616.22,165595.70
301,2472.50,607.18,163123.20
302,2481.56,598.12,160641.64
303,2490.66,589.02,158150.98
304,2499.79,579.89,155651.19
305,2508.96,570.72,153142.23
306,2518.16,561.52,150624.07
307,2527.39,552.29,148096.68
308,2536.66,543.02,145560.02
309,2545.96,533.72,143014.06
310,2555.29,524.38,140458.77
311,2564.66,515.02,137894.10
312,2574.07,505.61,135320.03
313,2583.51,496.17,132736.53
314,2592.98,486.70,130143.55
315,2602.49,477.19,127541.06
316,2612.03,467.65,124929.03
317,2621.61,458.07,122307.43
318,2631.22,448.46,119676.21
319,2640.87,438.81,117035.34
320,2650.55,429.13,114384.79
321,2660.27,419.41,111724.52
322,2670.02,409.66,109054.50
323,2679.81,399.87,106374.69
324,2689.64,390.04,103685.05
325,2699.50,380.18,100985.55
326,2709.40,370.28,98276.15
327,2719.33,360.35,95556.81
328,2729.30,350.37,92827.51
329,2739.31,340.37,90088.20
330,2749.36,330.32,87338.84
331,2759.44,320.24,84579.40
332,2769.56,310.12,81809.85
333,2779.71,299.97,79030.14
334,2789.90,289.78,76240.24
335,2800.13,279.55,73440.10
336,2810.40,269.28,70629.70
337,2820.70,258.98,67809.00
338,2831.05,248.63,64977.95
339,2841.43,238.25,62136.53
340,2851.85,227.83,59284.68
341,2862.30,217.38,56422.38
342,2872.80,206.88,53549.58
343,2883.33,196.35,50666.25
344,2893.90,185.78,47772.35
345,2904.51,175.17,44867.83
346,2915.16,164.52,41952.67
347,2925.85,153.83,39026.81
348,2936.58,143.10,36090.23
349,2947.35,132.33,33142.88
350,2958.16,121.52,30184.73
351,2969.00,110.68,27215.73
352,2979.89,99.79,24235.84
353,2990.81,88.86,21245.02
354,3001.78,77.90,18243.24
355,3012.79,66.89,15230.45
356,3023.83,55.84,12206.62
357,3034.92,44.76,9171.70
358,3046.05,33.63,6125.65
359,3057.22,22.46,3068.43
360,3068.43,11.25,0.00
